ID,SurveyGroup,IntakeDate,ProgramParticipation,City,County,IntakeBusinessStatus,BusinessStartDate,BusinessDescription,LoanClient,Experience,ChangeExperience,MatchedNeeds,PleaseExplain2,ServicesIdeas,SupportIdeas,DEI1,DEI2,DEI3,DEI4,DEI5,DEI6,DEIDescriptionRate,OwnBusiness,HaveYouEverBeenInBusiness,StillOwn,WhyNoBusiness,NotStartDescision,PleaseExplain3,StartDecision,PleaseExplain,StartBusiness,ProductService,MonthAndYear,BusinessStartReason,MonthAndYearStop,BusinessStopReason,BusinessRestart,PivotAbility,PivotWEV,Elaborate1,ExpandBusiness,ProgramIdeas,FullTimePartTime,BizSalesIntake,GrossSales,SalesUnknownOrRefused,ProfitLoss,ProfitLossAtIntake,NetProfit,ProfitLossUnknownOrRefused,OwnersDrawAtIntake,BizIncomeUse,DrawUnknownOrRefused,DrawPrimaryIncome,JobsAtIntakebesidesOwner,FTEAmount,FTEmployeesUnknownOrRefused,PTEAmount,PTEmployeesUnknownOrRefused,FundingProgram1,FundingProgram2,FundingProgram3,FundingProgram4,FundingProgram5,FundingProgram6,FundingProgram7,FundingProgram8,FundingProgram9,Elaborate2,FundingSource1,FundingSource2,FundingSource3,Employment1,Employment2,Employment3,Employment4,Elaborate3,Household1,Household2,Household3,Household4,Household5,Household6,Household7,FinancialHealth1,FinancialHealth2,FinancialHealth3,WEVGotNews,Content,WEVGotNews2,Entrepreneur1,Entrepreneur2,Entrepreneur3,Entrepreneur4,Entrepreneur5,WrapUp,SurveyDate 
1589325,5-Year,9/3/2013,"Training, Advisory",Tehachapi,Kern,Startup (In business less than one year with sales),2/13/2013,"Network and hardware solutions, fulfillment and disposition, providing immediate delivery on almost all networking hardware, peripheral equipment and accessories.",No,"It was excellent and very helpful in terms of looking at all aspects of our business. I had already started the business when we started, so it was really helpful for making sure that everything was right. It gave me a lot of confidence--listening to guest speakers and making my business plan were the most helpful things.","I would've liked to focus on working with my husband as partners in my business. It would've been helpful to look at communication styles, conflict resolution, etc.",Yes,,To be able to become a certified women-owned business through WEV since it was difficult and lengthly to do through WE-BANK.,,Agree,4.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,We buy and sell networking equipment and hardware.,02/2013,Flexibility,,,,Yes,No,No.,None,"Personal finance, Business accounting, e-commerce",Part time,,"800,000.00",No,Profit,,"50,000.00",No,0.00,"80,000.00",No,,1,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,No,,,,,4,,No,"10,642.00",,No,,,,No,I receive the newsletter and always read it,,,,,,,,,7/15/2022
8249121,1-Year,2/19/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,,No,I started right at the beginning of COVID so it was odd and created a bit of a mixed experience. I didn't really click well with the instructor but the information was helpful.,"The process of getting into mastermind groups was too stressful for me, so having more time to do that would've been helpful.",No,"I had a unique idea and the way that the curriculum was set up was one size fits all, but it didn't work for my circumstance. And our networking as a class got cut off because of COVID.",I don't know.,A Combination,Neutral,3.0,Disagree,2.0,Agree,4.0,No.,No,No,,Realized business idea isn't feasible,Yes,Helped me realize that my model wouldn't work in Santa Barbara.,,,No,,,,,,,,,,,,,,,No,,,,No,,,No,,,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,No,,Unemployed and seeking employment,,,1,1,No,,"24,000.00",No,,None,,Yes,I don't receive the newsletter,,No,,,,,,No.,7/15/2022
8247934,1-Year,2/17/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,,No,I took the SET class which was my only experience with WEV. I took it right at the start of the pandemic.,No.,Yes,,Classes that teach how to scale and not start just businesses.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,No,No,Yes,pre-revenue/ startup,No,,,,Yes,A construction management tool for public works construction managers.,08/2021,I had a painpoint in my existing business and saw an opportunity for a new business,,,,Yes,No,Not specifically with adapting.,Developing an Minimum Viable Product,Pitching Coaching,Part time,,,No,,,,No,,,No,,,,No,,No,Yes,Neutral,3.0,Neutral,3.0,Neutral,3.0,Disagree,2.0,No.,,,,No,,Employed,No,,4,4,No,"412,000.00","400,000.00",No,,Met with a financial coach,0.00,No,I receive the newsletter and always read it,Success stories.,,No,,,,,I really appreciate all the work that WEV does in the community. As soon as my startup makes money I'll be happy to become a WEV donor!,7/15/2022
8219991,1-Year,2/17/2020,"Training, Advisory",Ventura,Ventura,Pre-business (No business or idea only),,,No,"WEV was very efficient and it was clear to me that it was set up to support me in my creative endeavors. The follow up information provided, especially provided in COVID was very helpful.",Not really.,Yes,,I don't know.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,No,Yes,No,,,,,,,,,To supplement my household income,01/1990,Went back to school,I don't know,,,,,,,,,No,,,,No,,,No,,,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,1,1,No,"35,212.59","67,000.00",No,,"None, Invested in my real estate","7,000.00",No,I receive the newsletter and sometimes read it,What's trending in relationship to being proactive with women in business. And if there's anything politically happening that impacts women in business.,,No,,,,,No.,7/15/2022
1689373,"5-Year, 1-Year",9/2/2013,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),8/1/2011,A Pilates machine in the design phase.,No,Very helpful and knowledgable. They've been able to meet me at different stages where I am with my work.,I had some real technical issues with the WEV portal and I felt like that could be smoother.,Yes,"Yes and no--they were really wonderful in starting a business. I think that I was connected with some really great people, but how things ended I don't know if I got the best advice near the end.",A group of clients that could meet regularly.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Private pilates studio.,09/2020,wanted to work from home because of the pandemic,,,,I don't know,,,None,Business Consulting,Part time,"12,954.00","10,000.00",No,Profit,,"9,000.00",No,"10,998.00","9,000.00",No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,Yes,Full-time,Employed,,,4,3,No,"84,535.00","30,000.00",No,,None,"3,000.00",No,I receive the newsletter and always read it,What's going on with WEV and upcoming opportunities.,,No,,,,,,7/15/2022
1554617,"5-Year, 1-Year",9/10/2013,"Training, Advisory",Ventura,Ventura,Pre-business (No business or idea only),,I would like to start a clinical research consulting company specializing in comparative effectiveness research.,No,It's been very positive--they helped me get started with my business and help me stay on track and grow. I've enjoyed working with my advisor.,"With COVID, I stopped going to events and I would like to get back to that. I attended a webinar and there were a lot of technical difficulties, so I would appreciate if they were more organized.",Yes,,More practical seminars--whether online or in-person.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Consultant for medical device companies for clinical trials and regulatory strategies.,03/2013,Wanted to help startups,,,,Yes,Yes,They increased the number of advisor meetings to 2 per month which helped me stay on track and focused since I work mostly remotely.,None,Business accounting,Full time,,"242,000.00",No,Profit,,"142,000.00",No,0.00,"100,000.00",No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,5,5,No,"380,000.00","450,000.00",No,,Met with a financial coach,"100,000.00",No,I receive the newsletter and always read it,Information about what business owners in the area need to know.,,Yes,Business Owner,A really good assistant or employee.,,"Yes because women have unique issues with running, owning, and starting businesses that I feel WEV helps address.",No.,7/15/2022
5553343,1-Year,2/14/2018,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,"With a master of science degree in psychology and certifications in hypnotherapy, reiki, life coaching, and 20 years in advertising and marketing, I provide a wide range of therapies and business consulting.",No,"It's been a really great experience, and I met a lot of great people. I did the SET program and it was a great experience. Since then, I'm meeting with a business advisor and it has been mostly good.","We had a lot of connections when I was in the class, but since then I feel like I'm less connected with other WEV clients. I wish there was a way I could get plugged into the WEV community better.",Yes,,Learning how to get new clients and navigating what works best in the SB area.,A Combination,Agree,4.0,Neutral,3.0,Agree,4.0,No.,Yes,,Yes,,,,,,,"Wellness nutrition, reiki, and health coaching.",09/2018,"Wanted to work for myself, not others",,,,No,,,None,"""Digital Marketing (online presence, Search Engine Optimization))"", ""Traditional Marketing (print, radio, television)"", Personal finance, Business accounting, e-commerce",Part time,,"10,000.00",No,Loss,,"-7,000.00",No,,0.00,No,,0,0,No,0,No,Yes,Neutral,3.0,Neutral,3.0,Neutral,3.0,Agree,4.0,No.,None,,,Yes,Part-time,Employed,,,2,1,No,"50,000.00","30,000.00",No,,Created a personal budget,0.00,No,I receive the newsletter and always read it,More networking opportunities and how to grow a consistent client base.,,Yes,Entrepreneur,Some stability (i.e. money in the bank) so I could focus 100% of my attention on my business.,,"Absolutely, it gives an opportunity for so many women, minorities, and even men to start something that they otherwise wouldn't be able to do.",Nope.,7/14/2022
8358719,1-Year,5/14/2020,"Funding, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),10/1/2019,Tabloid Advertising Direct Mail,No,WEV came through for us when we had first started in business and the COVID lockdown hit and when nobody else would've helped us at that time.,Not really.,Yes,,"Accounting/ tax practices, or being prepared for the business taxation/ CPA end of things.",Online,Agree,4.0,Disagree,2.0,Strongly Agree,5.0,I don't feel a sense of belonging because of my own personal issues.,Yes,,Yes,,,,,,,Direct mail advertising paper.,10/2019,Bored being retired,,,,I don't know,,,None,Business accounting,Part time,"35,720.00","120,000.00",No,Profit,"19,878.00","14,000.00",No,0.00,0.00,No,,0,0,No,0,No,Yes,Strongly Disagree,1.0,Strongly Disagree,1.0,Strongly Disagree,1.0,Agree,4.0,No.,CA Relief grant,CA relief grant,"CA relief grant, $10,000",No,,Employed,No,,1,1,No,"19,878.00","40,000.00",No,,Paid off personal loans/credit card debt,0.00,No,I receive the newsletter and always read it,"Financial advise, lessons, and tips.",,No,,,,,No. Happy to help!,7/14/2022
5999710,1-Year,12/17/2018,"Training, Advisory",Newbury Park,Ventura,Ongoing (In business more than one year with sales),1/16/2016,Counseling and related services,No,"WEV was there when I needed it the most, when I was a solopreneur. I'm really grateful for the services--it has made my business grow. The network built around WEV is amazing and the camaraderie and support that I feel is so encouraging.","With my business advisor, the first person I worked with didn't really understand how my business worked. The strategies recommended for my business felt really isolated and not necessarily applicable to my situation.",Yes,,I don't know.,A Combination,Agree,4.0,Strongly Agree,5.0,Agree,4.0,"As an English speaker I feel like the services offered to non-english speakers is very different, so expanding those programs would be really helpful for our community.",Yes,,Yes,,,,,,,"Mental health services, counseling, and parenting classes.",01/2016,To provide mental health services to,,,,Yes,Yes,"They were always there to support, and as an immigrant they helped me be aware of grant opportunities that I otherwise wouldn't have known about.",None,e-commerce,Full time,"1,267,103.00","1,200,000.00",No,Loss,,"-30,000.00",No,0.00,"120,000.00",No,,16,16,No,0,No,Yes,Disagree,2.0,Disagree,2.0,Disagree,2.0,Disagree,2.0,Interest rate is not too high because it is for non-bankable businesses.,"SBA EIDL (Disaster loan), SBA PPP loan","SBA EIDL (Disaster loan), SBA PPP loan","EIDL, $500,000; PPP, $220,000",No,,Employed,No,,3,3,No,"161,000.00","200,000.00",No,,Met with a financial coach,0.00,No,I receive the newsletter and always read it,"Seeing what's happening in our community (events, networking, local businesses).",,Yes,Entrepreneur,Not dealing with personality issues.,It's important to have a financial literacy course for my employees. I know how important finances are to keep living life and so I think that would be very helpful.,Definitely. This is support that you could never get anywhere else--helps you not be isolated.,No.,7/13/2022
8339099,1-Year,12/4/2018,"Funding, Grant, Training, Advisory",Carpinteria,Santa Barbara,Ongoing (In business more than one year with sales),7/11/2006,"Los Padres Outfitters provides mule and pack support to the USFS, non profits doing evasive plant removal, guided back country
treks, plus local beach and trail rides on the coast.",No,"It's been enlightening, informative, helpful.",Nothing.,Yes,,Social Media Platform Education,A Combination,Strongly Agree,5.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,"We're in the tourism business--we do hiking, merchandise sales, etc.",07/2006,,,,,Yes,Yes,Gave a loan at the start of the pandemic.,None,"Personal finance, Business accounting, HR",Full time,"251,850.00","360,000.00",No,I don't know,,,Yes,"25,000.00",,Yes,I don't know,0,0,No,0,No,Yes,Agree,4.0,Agree,4.0,Agree,4.0,Agree,4.0,No.,"SBA PPP loan, CA Relief grant","SBA PPP loan, CA relief grant","CA Relief Grant $25,000; PPP $150,000",No,,Employed,No,,1,4,No,"70,000.00",,Yes,Higher,"Paid off personal loans/credit card debt, Met with a financial coach","150,000.00",No,I receive the newsletter but rarely read it,I don't know.,,No,,,,,No.,7/12/2022
8316953,1-Year,2/13/2019,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,Event Production,No,"I started the SET program in early 2019 and I kicked into high gear pretty quickly as well as doing workshops, the Thrive program, and mentoring.",Nothing.,Yes,,Opportunities for WEV to hire past clients for events.,In Person,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,As I am shifting from a start up to mid-range company in my industry and it would be interesting for me to have a space to do pro-bono or trade work in the same space.,Yes,,Yes,,,,,,,Event production company that plans and coordinates non-profit and corporate events.,03/2019,Flexibility,,,,Yes,Yes,I received a loan from WEV at the beginning of the pandemic and the finance team helped me with grants and PPP throughout the pandemic.,"Hired employees, Widened customer base",Personal finance,Full time,,"100,000.00",No,Profit,,"35,000.00",No,,"35,000.00",No,I don't know,0,,No,1,No,Yes,Disagree,2.0,Neutral,3.0,Disagree,2.0,Neutral,3.0,,"SBA PPP loan, CA Relief grant","SBA PPP loan, CA relief grant","PPP, $7,000; CA Relief Grant, $5,000",No,,Employed,No,,1,2,No,"17,918.60","85,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score, Met with a financial coach","10,000.00",No,I receive the newsletter and sometimes read it,Invitations to networking events.,,Yes,Business Owner,Competent staff.,Quick social media courses.,"Yes, but I'm meeting a lot of young men in town who are trying to start their own businesses in town and want them to go to WEV, but I have to tell them that it is a female-focused (yet not exclusive) organization. But, I do think that it is more important for women to feel more supported...",No.,7/12/2022
8258175,1-Year,2/19/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),7/1/2005,Healthcare and education,No,"I felt it was extremely professional, supportive, accessible, and amazing.",I wanted more one-on-one time with the instructor and support for my specific circumstances.,No,I don't blame WEV--I just think I didn't know how to ask for the help I needed.,One-on-one coaching or at least set office hours.,A Combination,Agree,4.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,"Ayurveda coaching, mentoring, and education.",07/2005,To supplement my household income,,,,Yes,Yes,It gave me a better understanding of how to run a business and engage my target market.,Widened customer base,e-commerce,Part time,"79,141.34","25,000.00",No,Profit,"22,009.24","17,700.00",No,"17,640.00","17,700.00",No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,No,,1,1,No,"68,759.76","47,700.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score, Met with a financial coach","1,200.00",No,I receive the newsletter but rarely read it,I don't know.,,No,,,,,No.,7/11/2022
8219749,1-Year,2/19/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,,No,"It was really helpful, getting the study materials from the classes. I learned a lot about how to get a business of the ground.",No.,Yes,,"Learning how to reach out to potential clients (i.e. cold calling, better communication skills).",A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,No,No,,COVID-19 pandemic,No,,,,No,,,,,,,,,,,,,,,No,,,,No,,,No,,,,No,,No,,,0.00,,0.00,,0.00,,0.00,,,,,Yes,Full-time,Employed,,,1,1,No,"46,128.87","71,000.00",No,,Improved credit score,"20,000.00",No,I don't receive the newsletter,,No,,,,,,I really appreciated being able to network with other business-owners through the classes.,7/8/2022
1425124,1-Year,1/16/2014,"Funding, Training, Advisory",Ojai,Ventura,Ongoing (In business more than one year with sales),1/1/2012,"Retail store that sells medical uniforms and accessories, just launched website",No,I have been a participant for 8 years and they have been a huge part of my business and its success.,No.,Yes,,I don't know.,A Combination,Agree,4.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,We specialize in medical accessories and clothing.,01/2012,Identified a need in our community,,,,Yes,Yes,By providing a loan.,Expanded an existing physical location to a new space,None,Full time,"23,263.00","848,524.00",No,I don't know,,,Yes,0.00,"55,000.00",No,,0,3,No,2,No,Yes,Disagree,2.0,Agree,4.0,Disagree,2.0,Disagree,2.0,No.,None,,,No,,Employed,No,,5,5,No,"80,000.00","90,000.00",No,,None,"2,000.00",No,I receive the newsletter and sometimes read it,,,Yes,Business Owner,Hiring.,Offering training that can be extended to employees.,Yes because we need the resources and it helps to empower us.,,7/8/2022
8222858,1-Year,2/17/2020,"Training, Advisory",Ventura,Ventura,Startup (In business less than one year with sales),12/1/2019,Asthetician,No,"I took a class with them when COVID started--the actual class was very informational and open. Our instructor, Jeff was great.",Not have done it during COVID because a lot of it was online.,Yes,,I don't know.,In Person,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,They are very adequate in diversity.,Yes,,Yes,,,,,,,I help people love their skin with skincare services.,12/2019,A passion for helping people with their skincare issues,,,,No,,,"Opened a physical location, Created an e-commerce website","""Digital Marketing (online presence, Search Engine Optimization))"", Personal finance, Business accounting",Part time,439.99,"5,000.00",No,Loss,"-1,959.99","-4,000.00",No,0.00,0.00,No,,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Employed,Yes,During the pandemic we were shut down.,3,3,No,"10,909.80","22,000.00",No,,Created a personal budget,"5,000.00",No,I receive the newsletter and always read it,I don't know.,,Yes,Entrepreneur,A financial advisor or CPA.,,"Yes because it gives us a way to step up after being pushed down for so long. They say equality exists now, but men have so much leverage on us, so it helps us climb that ladder a little bit.",I appreciate WEV greatly!,7/7/2022
6161684,1-Year,10/15/2019,"Training, Advisory",Goleta,Santa Barbara,Pre-business (No business or idea only),,,No,Working with WEV was really wonderful and I came to them during the midst of a transition. The information that was presented was really helpful and powerful and helped me realize that I needed to stretch myself while giving me the best chance moving forward.,No.,Yes,,A mentorship program to help me expand.,A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,I feel like WEV works really hard to be really inclusive and welcome diversity.,Yes,,Yes,,,,,,,"I am certified in a select group of modalities that promote ease, alignment, and longevity. I am a holistic therapy.",02/2020,To supplement my household income,,,,I don't know,,,Added a new product/service,"""Digital Marketing (online presence, Search Engine Optimization))"", ""Traditional Marketing (print, radio, television)"", Personal finance, Business accounting, e-commerce",Part time,,"2,000.00",No,Profit,,"1,000.00",No,,"1,000.00",No,,,0,No,0,No,Yes,Neutral,3.0,Neutral,3.0,Neutral,3.0,Disagree,2.0,No.,None,,,Yes,Part-time,Employed,,,2,2,No,"37,200.36","47,000.00",No,,"Created a personal budget, Improved credit score","1,000.00",No,I don't receive the newsletter,I don't know.,Yes,Yes,Entrepreneur,Greater confidence in myself and more funding.,,"Yes, because I appreciate WEV's perspective to not exclude men.",No.,7/7/2022
1226155,1-Year,2/28/2012,"Grant, Training, Advisory",Ventura,Ventura,Startup (In business less than one year with sales),10/1/2011,"Project Management - planning, organization, timelines, budgets; Business Development-strategic planning, marketing, creative partnerships. Corporate Event Planning - seminars, conferences, workshops.
VISIONALITY partners with organizations who know they can do more and want a dedicated, problem-solving team with the resources, knowledge, and expertise to transform VISION into REALITY.",No,It was great. Without a doubt WEV helped me grow and start my business.,"At the end, about a year ago, I felt like I outgrew WEV. At the time it felt like the focus was on solopreneurs and starting businesses rather than growing and expanding businesses.",Yes,,Services for those who are more established.,Online,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,We do non-profit consulting.,10/2011,Lack of advancement opportunities in my job/career,,,,Yes,Yes,My consultant Harriet helped me come up with the concept for my webinar and it has been hugely successful since then.,"Hired employees, Widened customer base",None,Full time,"40,000.00","375,000.00",No,Profit,,"13,000.00",No,"16,000.00",0.00,No,,0,5,No,1,No,Yes,Neutral,3.0,Agree,4.0,Neutral,3.0,Agree,4.0,"As for interest rates, they are high but only because the loans are for pre-bankable business so it only makes sense.","Bank Loan (SBA Lender), SBA EIDL (Disaster loan), SBA PPP loan","Bank Loan (SBA Lender), SBA EIDL (Disaster loan), SBA PPP loan, County Grant","Bank Loan ($75,000); EIDL ($200,000); PPP ($52,000)",No,,Employed,No,,2,1,No,"90,000.00","85,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score",0.00,No,I receive the newsletter and sometimes read it,,,Yes,Entrepreneur,"Legislatively I would want different categories for small business size. (i.e. instead of a 1-25 employees being a category, it should be 1-5 employees, etc.)","I'm very interested in ongoing education for my employees, so if there were classes and opportunities for my employees to take through WEV that would be awesome.","Because gender is a spectrum, I've always loved that WEV allows every person to be a part of the organization. I think WEV has an opportunity to lead in this area.",No.,7/6/2022
8315355,1-Year,2/12/2019,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),9/1/2000,Bricks and mortar speciality bookstore,No,It has been very positive. WEV was there for me when it really counted in the early days of the pandemic.,No.,Yes,,,A Combination,Strongly Agree,5.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,Local independent hardware store for the spiritually inclined. A metaphysical bookshop.,09/2000,Unable to find a job,,,,Yes,Yes,The initial emergency loan and business advisory services were critical.,Hired employees,"""Digital Marketing (online presence, Search Engine Optimization))"", ""Traditional Marketing (print, radio, television)"", Personal finance, Business accounting, e-commerce, HR",Full time,"490,314.11","970,188.00",No,Profit,"33,617.01","167,558.00",No,"55,900.00","93,600.00",No,,5,4,No,2,No,Yes,Neutral,3.0,Neutral,3.0,Agree,4.0,Agree,4.0,"I applied for a WEV loan at one point but did not receive it--I put a lot of work into it up front but since I didn't have collateral I wouldn't have qualified anyways and I wished I knew that beforehand. Though the emergency loan process was rigorous, it helped me to be prepared for applying for future COVID-related loan.",None,,,No,,Employed,No,,1,1,No,"55,900.00","114,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score",,Yes,I receive the newsletter and sometimes read it,I don't know.,,No,,,,,I am a Thrive participant and I don't have a business advisor currently since he left.,7/6/2022
8388543,1-Year,7/14/2020,"Training, Advisory",Bisbee,Not in Service Region,Ongoing (In business more than one year with sales),2/7/2017,"Purpose: To create and distribute essential oils wellness products out of the highest quality, organic, essential oil formulations through wholesale and retail customers and to provide one-on-one healing sessions with the products.",No,I worked intensively with WEV during COVID when I was suffering from extreme burnout and loss of business. The most helpful experience for me was the bookkeeping and financial health workshop. There was other coaching and guidance that I received that was both helpful and not.,I didn't like the business coach I was matched up with. It was a big mismatch and I wish that I could've interviewed him before we started--I wish I could choose my advisor more. WEV should supervise and vet their coaches more.,Yes,,"If WEV had their own contact list of coders, technicians, and social media managers to recommend / hire at affordable one-time rates.",Online,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,Something that would be really helpful would be having a database of BIPOC business owners to reference clients to.,Yes,,Yes,,,,,,,Line of essential oil remedies that I wholesale to spas and clean beauty boutiques and sell to individuals,03/2006,to better serve my community of customers,,,,I don't know,,,None,"""Digital Marketing (online presence, Search Engine Optimization))"", e-commerce",Part time,"110,000.00","30,000.00",No,I don't wish to disclose,"24,000.00",,Yes,"34,000.00",,Yes,No,0,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and seeking employment,No,,1,2,No,"34,000.00","30,000.00",No,,"Paid off personal loans/credit card debt, Participated in a financial literacy education program, consolidated debt",0.00,No,I receive the newsletter but rarely read it,,,Yes,Business Owner,A business partner.,,Absolutely--being with women is really important to me. WEV's mission is extremely important.,It really makes a difference to be dealing with an organization that is a non-profit and not a corporation. They understand small business so much better.,7/5/2022
8542401,1-Year,10/20/2020,"Training, Advisory",Santa Barbara,Santa Barbara,Pre-business (No business or idea only),,,No,"It was a good experience, the class was good. For what I'm doing I don't feel like there's not a lot of people that I found can really help or guide me. The attorney service was really helpful.",I wish there was more help I could get related to what I'm doing.,No,In some ways yes and in some ways no since it wasn't really specific to what I do.,A mentor or consultant related towards my business.,A Combination,Agree,4.0,Disagree,2.0,Neutral,3.0,I think it's a very welcoming environment overall--it would be great to expand what businesses mean.,Yes,,Yes,,,,,,,A creative project that uses social and emotional learning through arts for children.,10/2020,I have an existing skillset that,,,,Yes,No,No.,None,"Writing a business plan, ""Digital Marketing (online presence, Search Engine Optimization))"", ""Traditional Marketing (print, radio, television)""",Seasonal / sporadic,,"2,000.00",Yes,Loss,,,No,,0.00,No,,,0,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,Yes,Full-time,Employed,,,3,3,No,"83,450.88","80,000.00",No,,Paid off personal loans/credit card debt,"5,000.00",No,I don't receive the newsletter,I don't know.,Yes,No,,,,,"No. I really appreciate WEV, I just don't know where to plug in best and I would love to get more involved.",7/1/2022
5649503,1-Year,9/1/2014,"Funding, Grant, Training, Advisory",Solvang,Santa Barbara,Pre-business (No business or idea only),,Eco-friendly cloth diaper laundry and delivery service,No,"I think WEV is great. I wrote my business plan with them, grants with them, and now I work with them.","There's a lot of things that I had asked for that they developed after I needed it. I've been looking at selling, franchising, etc. and WEV hasn't been able to help me with that.",Yes,,Advertising/marketing/social media. Programs on how to sell/franchise/etc.,Online,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,I've had a special situation with my business and my personal life and they were really supportive of that.,Yes,,Yes,,,,,,,Diaper delivery service.,04/2015,Felt like I could make a change in the world,,,,Yes,No,,"Hired employees, Added a new product/service, Widened customer base, Created an e-commerce website","""Digital Marketing (online presence, Search Engine Optimization))"", e-commerce",Full time,,"202,745.00",No,Profit,,"37,867.00",No,0.00,0.00,No,,0,,No,5,No,Yes,Neutral,3.0,Agree,4.0,Neutral,3.0,Disagree,2.0,"The rate is too high, though people get a loan from WEV if they can't get a loan elsewhere so the rate is understandable.","SBA EIDL (Disaster loan), SBA PPP loan","SBA EIDL (Disaster loan), SBA PPP loan","EIDL-$39,600; SBA PPP-$6,678",No,,Employed,No,,1,2,No,"56,264.00","130,402.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score, Met with a financial coach, Participated in a financial literacy education program",0.00,No,I receive the newsletter and always read it,No different than what's already in it.,,Yes,Business Owner,If I sold it.,I don't know.,"I do since we're still making progress in spaces that are dominated by men, and women still don't feel as comfortable. This feminine energy is something that people crave.",No.,6/30/2022
10712228,1-Year,10/20/2020,"Funding, Training, Advisory",Westlake Village,Ventura,Pre-business (No business or idea only),,,No,WEV has been great. I was kinda lost during the pandemic with my business planning stages and I found WEV through an online search and have felt like I have had access to everything I needed since then.,No.,Yes,,Financial planning and budgeting.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,I just love the idea of it being a women support system. It makes me feel empowered to be involved with such an entity.,Yes,,Yes,,,,,,,Deliver meal prepped smoothies to Ventura customers.,02/2021,Interested in health,,,,Yes,Yes,During the business planning class I pivoted from a food truck and brick and mortar to a delivery services.,"Hired employees, Opened a physical location, Added a new product/service, Widened customer base, Created an e-commerce website","Personal finance, e-commerce",Part time,,"6,785.00",No,Loss,,"3,683.00",No,,0.00,No,,,0,No,0,No,Yes,Disagree,2.0,Strongly Disagree,1.0,Neutral,3.0,Disagree,2.0,No.,Other Grants,Restaurant Relief Grant,"Restaurant Relief Grant-$2,000.",Yes,Part-time,Employed,,,1,2,No,"46,100.40","90,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score, Met with a financial coach",0.00,No,I receive the newsletter and always read it,I like seeing what other female businesses are succeeding.,,Yes,Business Owner,Money.,,Definitely--we've been fighting for rights to own our own businesses for a long time so it's extremely important.,"If you need anything, I'm always willing to do stuff like this for WEV.",6/30/2022
